OBJECTID,FID_PA_Tra,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,FID_PA_Mun,STATEFP10_,COUNTYFP_1,COUSUBFP10,COUSUBNS10,GEOID10_1,NAME10_1,NAMELSAD_1,LSAD10,CLASSFP10,MTFCC10_1,CNECTAFP10,NECTAFP10,NCTADVFP10,FUNCSTAT_1,ALAND10_1,AWATER10_1,INTPTLAT_1,INTPTLON_1,Shape_Le_1,Shape_Le_2,Shape_Area
75,74,42,003,475301,42003475301,4753.01,Census Tract 4753.01,G5020,S,3388197.000000000000000,0.000000000000000,+40.3242152,-080.0340366,11801.985459300000002,165,42,003,06064,01214770,4200306064,Bethel Park,Bethel Park municipality,37,C5,G4040, , , ,F,30227275.000000000000000,0.000000000000000,+40.3238892,-080.0363675,29957.148819400001230,8987.193757887605898,3387941.375312715303153
76,75,42,003,475303,42003475303,4753.03,Census Tract 4753.03,G5020,S,3104903.000000000000000,0.000000000000000,+40.3081252,-080.0467612,10608.976768500000617,165,42,003,06064,01214770,4200306064,Bethel Park,Bethel Park municipality,37,C5,G4040, , , ,F,30227275.000000000000000,0.000000000000000,+40.3238892,-080.0363675,29957.148819400001230,8087.332271349056100,3104669.064815891906619
77,76,42,003,475304,42003475304,4753.04,Census Tract 4753.04,G5020,S,4272025.000000000000000,0.000000000000000,+40.2992282,-080.0483554,15682.143845599999622,165,42,003,06064,01214770,4200306064,Bethel Park,Bethel Park municipality,37,C5,G4040, , , ,F,30227275.000000000000000,0.000000000000000,+40.3238892,-080.0363675,29957.148819400001230,11951.998793098631722,4271708.590222442522645
78,77,42,003,982200,42003982200,9822,Census Tract 9822,G5020,S,505672.000000000000000,0.000000000000000,+40.4444879,-079.9547652,6554.351230240000405,51,42,003,61000,01214818,4200361000,Pittsburgh,Pittsburgh city,25,C5,G4040, , , ,F,143399923.000000000000000,7693613.000000000000000,+40.4397525,-079.9765919,162549.911973000009311,4984.372738079569899,505632.593971245689318
79,78,42,003,980700,42003980700,9807,Census Tract 9807,G5020,S,563109.000000000000000,416134.000000000000000,+40.4366295,-080.0102703,9074.766376960000343,51,42,003,61000,01214818,4200361000,Pittsburgh,Pittsburgh city,25,C5,G4040, , , ,F,143399923.000000000000000,7693613.000000000000000,+40.4397525,-079.9765919,162549.911973000009311,6907.197085917508957,979161.057726885541342
80,79,42,003,562700,42003562700,5627,Census Tract 5627,G5020,S,910379.000000000000000,5234.000000000000000,+40.4533625,-080.0115020,5641.305519049999930,51,42,003,61000,01214818,4200361000,Pittsburgh,Pittsburgh city,25,C5,G4040, , , ,F,143399923.000000000000000,7693613.000000000000000,+40.4397525,-079.9765919,162549.911973000009311,4293.180783153052289,915537.113918844377622
81,80,42,003,981200,42003981200,9812,Census Tract 9812,G5020,S,460856.000000000000000,156623.000000000000000,+40.4464954,-080.0119840,4747.806753900000331,51,42,003,61000,01214818,4200361000,Pittsburgh,Pittsburgh city,25,C5,G4040, , , ,F,143399923.000000000000000,7693613.000000000000000,+40.4397525,-079.9765919,162549.911973000009311,3612.817585250878437,617429.568641687626950
82,81,42,003,980600,42003980600,9806,Census Tract 9806,G5020,S,982752.000000000000000,473795.000000000000000,+40.4518148,-080.0280506,8595.758322920000865,51,42,003,61000,01214818,4200361000,Pittsburgh,Pittsburgh city,25,C5,G4040, , , ,F,143399923.000000000000000,7693613.000000000000000,+40.4397525,-079.9765919,162549.911973000009311,6535.240208175975567,1456429.479801603360102
83,82,42,003,522000,42003522000,5220,Census Tract 5220,G5020,S,1308209.000000000000000,0.000000000000000,+40.4077787,-079.7763443,12206.047909099999742,50,42,003,60712,01214817,4200360712,Pitcairn,Pitcairn borough,21,C5,G4040, , , ,F,1308209.000000000000000,0.000000000000000,+40.4077787,-079.7763443,12206.047909099999742,9285.789846281779319,1308100.037151227006689
84,83,42,003,521500,42003521500,5215,Census Tract 5215,G5020,S,10508538.000000000000000,0.000000000000000,+40.4435014,-079.7338354,20513.286589200000890,33,42,003,50528,01217430,4200350528,Monroeville,Monroeville municipality,37,C5,G4040, , , ,F,51123337.000000000000000,15818.000000000000000,+40.4263276,-079.7613585,61416.737355899997056,15607.408772107757613,10507686.086294146254659
85,84,42,003,521402,42003521402,5214.02,Census Tract 5214.02,G5020,S,5724773.000000000000000,0.000000000000000,+40.4038744,-079.7472698,17249.023014300000796,33,42,003,50528,01217430,4200350528,Monroeville,Monroeville municipality,37,C5,G4040, , , ,F,51123337.000000000000000,15818.000000000000000,+40.4263276,-079.7613585,61416.737355899997056,13065.322380260655336,5624792.191739236004651
86,84,42,003,521402,42003521402,5214.02,Census Tract 5214.02,G5020,S,5724773.000000000000000,0.000000000000000,+40.4038744,-079.7472698,17249.023014300000796,96,42,003,77272,01217318,4200377272,Trafford,Trafford borough,21,C5,G4040, , , ,F,582462.000000000000000,0.000000000000000,+40.3829398,-079.7679484,8109.904221689999758,2361.606392990672248,99517.985883194080088
87,85,42,003,521401,42003521401,5214.01,Census Tract 5214.01,G5020,S,7293421.000000000000000,0.000000000000000,+40.4246862,-079.7319201,18645.323678299999301,33,42,003,50528,01217430,4200350528,Monroeville,Monroeville municipality,37,C5,G4040, , , ,F,51123337.000000000000000,15818.000000000000000,+40.4263276,-079.7613585,61416.737355899997056,14190.720688738952958,7292829.945405258797109
88,86,42,003,521302,42003521302,5213.02,Census Tract 5213.02,G5020,S,7967842.000000000000000,15818.000000000000000,+40.4164052,-079.7878495,22610.336404500001663,33,42,003,50528,01217430,4200350528,Monroeville,Monroeville municipality,37,C5,G4040, , , ,F,51123337.000000000000000,15818.000000000000000,+40.4263276,-079.7613585,61416.737355899997056,17202.314601752812450,7983014.391396488063037
89,87,42,003,521301,42003521301,5213.01,Census Tract 5213.01,G5020,S,7699023.000000000000000,0.000000000000000,+40.4165488,-079.7633386,24790.906294500000513,33,42,003,50528,01217430,4200350528,Monroeville,Monroeville municipality,37,C5,G4040, , , ,F,51123337.000000000000000,15818.000000000000000,+40.4263276,-079.7613585,61416.737355899997056,18853.650572050239134,7698400.372541881166399
90,88,42,003,521200,42003521200,5212,Census Tract 5212,G5020,S,7334803.000000000000000,0.000000000000000,+40.4257169,-079.7965422,24909.765397899998788,33,42,003,50528,01217430,4200350528,Monroeville,Monroeville municipality,37,C5,G4040, , , ,F,51123337.000000000000000,15818.000000000000000,+40.4263276,-079.7613585,61416.737355899997056,18951.704503620050673,7334205.332813526503742
91,89,42,003,521100,42003521100,5211,Census Tract 5211,G5020,S,4694463.000000000000000,0.000000000000000,+40.4513663,-079.7767835,12625.345220499999414,33,42,003,50528,01217430,4200350528,Monroeville,Monroeville municipality,37,C5,G4040, , , ,F,51123337.000000000000000,15818.000000000000000,+40.4263276,-079.7613585,61416.737355899997056,9606.102937802974338,4694082.871120922267437
92,90,42,003,520002,42003520002,5200.02,Census Tract 5200.02,G5020,S,2722528.000000000000000,0.000000000000000,+40.4190841,-079.8340585,15489.574596899999960,131,42,003,85184,01215838,4200385184,Wilkins,Wilkins township,44,T1,G4040, , , ,A,7109159.000000000000000,0.000000000000000,+40.4264885,-079.8229999,25133.996479099998396,11780.858119387670740,2722309.432109660468996
93,91,42,003,520001,42003520001,5200.01,Census Tract 5200.01,G5020,S,4386631.000000000000000,0.000000000000000,+40.4310835,-079.8161352,14359.132336099999520,131,42,003,85184,01215838,4200385184,Wilkins,Wilkins township,44,T1,G4040, , , ,A,7109159.000000000000000,0.000000000000000,+40.4264885,-079.8229999,25133.996479099998396,10924.164117358406656,4386273.021462589502335
94,92,42,003,519000,42003519000,5190,Census Tract 5190,G5020,S,5665115.000000000000000,0.000000000000000,+40.4388495,-079.8415997,19302.788505600001372,177,42,003,13608,01214782,4200313608,Churchill,Churchill borough,21,C5,G4040, , , ,F,5665115.000000000000000,0.000000000000000,+40.4388495,-079.8415997,19302.788505600001372,14682.368874892837994,5664652.319850778207183
95,93,42,003,518001,42003518001,5180.01,Census Tract 5180.01,G5020,S,2567235.000000000000000,0.000000000000000,+40.4281528,-079.8592363,10583.472648000000845,4,42,003,26592,01214796,4200326592,Forest Hills,Forest Hills borough,21,C5,G4040, , , ,F,4050190.000000000000000,0.000000000000000,+40.4250845,-079.8544688,14345.422597500000848,8049.731066726641075,2567024.031892123632133
96,94,42,003,517000,42003517000,5170,Census Tract 5170,G5020,S,2454334.000000000000000,20299.000000000000000,+40.4144704,-079.8612882,12185.089560599999459,169,42,003,08008,01214774,4200308008,Braddock Hills,Braddock Hills borough,21,C5,G4040, , , ,F,2454334.000000000000000,20299.000000000000000,+40.4144704,-079.8612882,12185.089560599999459,9272.079608708960222,2474428.321859711781144
97,95,42,003,516200,42003516200,5162,Census Tract 5162,G5020,S,808049.000000000000000,0.000000000000000,+40.4316302,-079.8798746,5816.051012699999774,189,42,003,22520,01214791,4200322520,Edgewood,Edgewood borough,21,C5,G4040, , , ,F,1521519.000000000000000,0.000000000000000,+40.4312963,-079.8839687,7743.945889249999709,4423.000559332488592,807982.465647192322649
98,96,42,003,010300,42003010300,103,Census Tract 103,G5020,S,861282.000000000000000,237261.000000000000000,+40.4360536,-079.9855725,6590.159694990000389,51,42,003,61000,01214818,4200361000,Pittsburgh,Pittsburgh city,25,C5,G4040, , , ,F,143399923.000000000000000,7693613.000000000000000,+40.4397525,-079.9765919,162549.911973000009311,5018.381510041157526,1098453.759339224081486
99,97,42,003,448000,42003448000,4480,Census Tract 4480,G5020,S,2590779.000000000000000,454542.000000000000000,+40.5690160,-080.2174845,11302.638643199999933,24,42,003,42392,01214804,4200342392,Leetsdale,Leetsdale borough,21,C5,G4040, , , ,F,2590779.000000000000000,454542.000000000000000,+40.5690160,-080.2174845,11302.638643199999933,8579.403239369368748,3045085.138580029830337
100,98,42,003,447000,42003447000,4470,Census Tract 4470,G5020,S,3888816.000000000000000,0.000000000000000,+40.5740152,-080.2037769,11897.629228899999362,23,42,003,42368,01215813,4200342368,Leet,Leet township,44,T1,G4040, , , ,A,3888816.000000000000000,0.000000000000000,+40.5740152,-080.2037769,11897.629228899999362,9030.594146636683945,3888516.695539853535593
101,99,42,003,446000,42003446000,4460,Census Tract 4460,G5020,S,3875478.000000000000000,465048.000000000000000,+40.5544207,-080.1923350,11481.169029000000592,190,42,003,22576,01214792,4200322576,Edgeworth,Edgeworth borough,21,C5,G4040, , , ,F,3875478.000000000000000,465048.000000000000000,+40.5544207,-080.1923350,11481.169029000000592,8716.361994308892463,4340187.442516195587814
102,100,42,003,445500,42003445500,4455,Census Tract 4455,G5020,S,2588385.000000000000000,355898.000000000000000,+40.5400291,-080.1791890,16948.361645799999678,64,42,003,69376,01214823,4200369376,Sewickley,Sewickley borough,21,C5,G4040, , , ,F,2588385.000000000000000,355898.000000000000000,+40.5400291,-080.1791890,16948.361645799999678,12872.036158579432595,2944049.784308678936213
103,101,42,003,439000,42003439000,4390,Census Tract 4390,G5020,S,13899919.000000000000000,0.000000000000000,+40.5897681,-080.1737989,26505.908569600000192,155,42,003,05216,01214766,4200305216,Bell Acres,Bell Acres borough,21,C5,G4040, , , ,F,13899919.000000000000000,0.000000000000000,+40.5897681,-080.1737989,26505.908569600000192,20122.094879936972575,13898870.968147674575448
104,102,42,003,475402,42003475402,4754.02,Census Tract 4754.02,G5020,S,3868228.000000000000000,0.000000000000000,+40.3132480,-080.0227144,13319.003067400000873,165,42,003,06064,01214770,4200306064,Bethel Park,Bethel Park municipality,37,C5,G4040, , , ,F,30227275.000000000000000,0.000000000000000,+40.3238892,-080.0363675,29957.148819400001230,10140.581953312406768,3867936.920255398377776
105,103,42,003,477200,42003477200,4772,Census Tract 4772,G5020,S,2899858.000000000000000,0.000000000000000,+40.3658179,-079.9933246,13379.600620200000776,129,42,003,84512,01214840,4200384512,Whitehall,Whitehall borough,21,C5,G4040, , , ,F,8612990.000000000000000,0.000000000000000,+40.3602049,-079.9897932,25941.596880799999781,10183.305335616940283,2899629.879861819092184
106,104,42,003,490002,42003490002,4900.02,Census Tract 4900.02,G5020,S,8162308.000000000000000,0.000000000000000,+40.2966156,-080.0107723,16720.261571600000025,70,42,003,72400,01215832,4200372400,South Park,South Park township,44,T1,G4040, , , ,A,24009454.000000000000000,0.000000000000000,+40.2989440,-079.9943839,29098.573367600001802,12739.123733530803293,8161709.059713481925428
107,105,42,003,478100,42003478100,4781,Census Tract 4781,G5020,S,1513868.000000000000000,0.000000000000000,+40.3730059,-079.9812599,7772.126698469999610,171,42,003,08416,01214776,4200308416,Brentwood,Brentwood borough,21,C5,G4040, , , ,F,3749575.000000000000000,0.000000000000000,+40.3733694,-079.9757876,12090.817645999999513,5914.261159684006998,1513747.981555967126042
108,106,42,003,490003,42003490003,4900.03,Census Tract 4900.03,G5020,S,7806201.000000000000000,0.000000000000000,+40.3163960,-079.9918898,16818.862935199998901,70,42,003,72400,01215832,4200372400,South Park,South Park township,44,T1,G4040, , , ,A,24009454.000000000000000,0.000000000000000,+40.2989440,-079.9943839,29098.573367600001802,12807.039766647449142,7805605.241904993541539
109,107,42,003,457100,42003457100,4571,Census Tract 4571,G5020,S,941587.000000000000000,2738.000000000000000,+40.3610947,-080.1139836,6065.994353220000448,172,42,003,08624,01214777,4200308624,Bridgeville,Bridgeville borough,21,C5,G4040, , , ,F,2838431.000000000000000,2738.000000000000000,+40.3589091,-080.1093376,12103.596605900000213,4619.018995447426278,944251.464298268663697
110,108,42,003,457200,42003457200,4572,Census Tract 4572,G5020,S,1896844.000000000000000,0.000000000000000,+40.3560253,-080.1021612,9414.936663759999647,172,42,003,08624,01214777,4200308624,Bridgeville,Bridgeville borough,21,C5,G4040, , , ,F,2838431.000000000000000,2738.000000000000000,+40.3589091,-080.1093376,12103.596605900000213,7172.300272206978661,1896698.959746122825891
111,109,42,003,469000,42003469000,4690,Census Tract 4690,G5020,S,5375320.000000000000000,0.000000000000000,+40.4170559,-080.0543167,14368.145432699999219,11,42,003,31256,01214799,4200331256,Green Tree,Green Tree borough,21,C5,G4040, , , ,F,5375320.000000000000000,0.000000000000000,+40.4170559,-080.0543167,14368.145432699999219,10932.373423758419449,5374883.720730831846595
112,110,42,003,474101,42003474101,4741.01,Census Tract 4741.01,G5020,S,4058872.000000000000000,0.000000000000000,+40.3562215,-080.0754162,16936.281339299999672,108,42,003,79274,01215836,4200379274,Upper St. Clair,Upper St. Clair township,44,T1,G4040, , , ,A,25428977.000000000000000,20331.000000000000000,+40.3335393,-080.0812668,35147.781080399996426,12899.930156506559797,4058551.130270593333989
113,111,42,003,980300,42003980300,9803,Census Tract 9803,G5020,S,1294099.000000000000000,0.000000000000000,+40.4325504,-079.9057230,7184.345841440000186,51,42,003,61000,01214818,4200361000,Pittsburgh,Pittsburgh city,25,C5,G4040, , , ,F,143399923.000000000000000,7693613.000000000000000,+40.4397525,-079.9765919,162549.911973000009311,5465.428286292655685,1293992.538374695694074
114,112,42,003,562800,42003562800,5628,Census Tract 5628,G5020,S,1775948.000000000000000,0.000000000000000,+40.4226894,-080.0713444,11475.380100000000311,51,42,003,61000,01214818,4200361000,Pittsburgh,Pittsburgh city,25,C5,G4040, , , ,F,143399923.000000000000000,7693613.000000000000000,+40.4397525,-079.9765919,162549.911973000009311,8733.763122125195878,1775800.396716424729675
115,113,42,003,563000,42003563000,5630,Census Tract 5630,G5020,S,3941777.000000000000000,0.000000000000000,+40.4528801,-080.0809216,14797.559108900000865,51,42,003,61000,01214818,4200361000,Pittsburgh,Pittsburgh city,25,C5,G4040, , , ,F,143399923.000000000000000,7693613.000000000000000,+40.4397525,-079.9765919,162549.911973000009311,11256.000880378638612,3941458.008856477681547
116,114,42,003,564200,42003564200,5642,Census Tract 5642,G5020,S,14043565.000000000000000,359489.000000000000000,+40.3325523,-079.7909263,30840.379698500000814,71,42,003,72568,01215833,4200372568,South Versailles,South Versailles township,44,T1,G4040, , , ,A,2276525.000000000000000,234569.000000000000000,+40.3024094,-079.7975958,11698.389897400000336,8913.011773382906540,2510906.104464036412537
117,114,42,003,564200,42003564200,5642,Census Tract 5642,G5020,S,14043565.000000000000000,359489.000000000000000,+40.3325523,-079.7909263,30840.379698500000814,130,42,003,84704,01214841,4200384704,White Oak,White Oak borough,21,C5,G4040, , , ,F,17149399.000000000000000,124920.000000000000000,+40.3387890,-079.7960718,25768.681714099999226,17433.770357569897897,11891038.562999796122313
118,115,42,003,562500,42003562500,5625,Census Tract 5625,G5020,S,2029313.000000000000000,225010.000000000000000,+40.4580392,-080.0523248,11636.423147299999982,51,42,003,61000,01214818,4200361000,Pittsburgh,Pittsburgh city,25,C5,G4040, , , ,F,143399923.000000000000000,7693613.000000000000000,+40.4397525,-079.9765919,162549.911973000009311,8853.565641738045088,2254136.269337251316756
